hotel_name,reviewer_name,reviewer_url,reviewer_location,reviewer_reviewdate,reviewer_helpful_name,reviewer_title,reviewer_detail,reviewer_datestay,reviewer_triptype,reviewer_user_rating,,overall_hotelrating,overallrating_location,overallrating_cleaniness,overallrating_service,overallrating_value,,Region,Address,Phone No.
Four Seasons Hotel Singapore,Monica88_10,https://www.tripadvisor.com.sg/Profile/Monica88_10,"New York City, New York",Monica88_10 wrote a review Aug 2019,67 helpful votes,Excellent location and superb service,"Linked to Orchard Road through the Hilton shopping corridor, the Four Seasons has a good location for shopping. It’s service is superb, the staff are very helpful. The Chinese restaurant is excellent and in-room dining is excellent too.",Date of stay: July 2019,,5,,,,,,,,Orchard,,
Four Seasons Hotel Singapore,WhereItsWarm,https://www.tripadvisor.com.sg/Profile/WhereItsWarm,"Toronto, Canada",WhereItsWarm wrote a review Aug 2019,119 contributions,Oasis in the city,"My family and I spent 5 nights at the FS Singapore. The hotel is a veritable oasis in the city. A 5 minute walk to the city’s most upscale shopping, and less than a 10 minute walk to the nearest MTR, the hotel is conveniently located. It has 2 pools (one in the roof) for cooling down, and a Michelin star Chinese restaurant on premises. We had dinner at the Chinese restaurant and it was lovely. The breakfast buffet is among the most varied I have seen with everything from fresh fruit to Asian to North American fare. Champagne mimosas were also available.
A small mishap when we arrived was quickly corrected and I appreciated the assistance of Christopher Tsoi, the Guest Experience Manager, who took extra good care of us.
Overall, we had a lovely stay and I would most certainly stay here again if my travels take me to Singapore.",Date of stay: July 2019,,5,,,,,,,,Orchard,,
Four Seasons Hotel Singapore,WhereItsWarm,https://www.tripadvisor.com.sg/Profile/WhereItsWarm,"Toronto, Canada",WhereItsWarm wrote a review Aug 2019,73 helpful votes,Oasis in the city,-''-,Date of stay: July 2019,,5,,,,,,,,Orchard,,
Four Seasons Hotel Singapore,kiidbj4a22,https://www.tripadvisor.com.sg/Profile/kiidbj4a22,"London, United Kingdom",kiidbj4a22 wrote a review Aug 2019,1 contribution,A truly great Singapore Hotel,"Removed from teh hustle and bustle of Central Singapore, an oasis of care and attention. Great atmosphere, attentive staff and very comfortable rooms. The swimming pool was of high quality and very well cared for.",Date of stay: July 2019,,4,,,,,,,,Orchard,,
Four Seasons Hotel Singapore,OhOhBug,https://www.tripadvisor.com.sg/Profile/OhOhBug,"Boise, Idaho",OhOhBug wrote a review Aug 2019,114 contributions,Very poor for a Four Seasons,"Four Seasons has a special place in our heart because we were engaged at the Koh Samui resort and ever since then have made every effort to ""knock off"" Four Seasons in the countries we visit. Normally in any other hotel, it will not matter but due to the recognition and prestige you would expect from a Four Seasons, our experience was terrible.
Before we go into the bad, I would like to recognize the amazing staff. All the FS that we have been to have had amazing staff that provides excellent customer service, synonymous with the FS brand. They catered to an issue we had right away and we were thoroughly pleased. The bedding was also typical FS excellence where we can just melt away at night after a long night around town.
Now to the unfortunate parts.
1) The third floor is horrendous. My wife has already reviewed the dated interior but I take particular offense with the way the aquarium is left unkempt and the poor fishes inside it. I scube dive alot so this one pains me the most to see the clown fish all by himself in a tank that is dirty. If you look at one of my pictures you will see a dead clownfish by the water filter. It has obviously been there a long time since you can see the body has started to rot. The other pictures also show how the water filter is pretty dirty and the entire tank coral system has lots of algae. This is pretty much neglect and borderline animal cruelty. It amounts to a human being being locked in a house under dirty conditions and a dead body rotting in one corner.
2) Again on the third floor and on the top floor. The pools and surrounding have seen better days. You can see in one of the picture of the chipping paint from the hot tub. Everything else is dated and bleh. For a FS type resort, I expect better, think infinity pools and great views (you are in Orchard Rd) from the pool.",Date of stay: July 2019,,1,,,,,,,,Orchard,,
Four Seasons Hotel Singapore,OhOhBug,https://www.tripadvisor.com.sg/Profile/OhOhBug,"Boise, Idaho",OhOhBug wrote a review Aug 2019,55 helpful votes,Very poor for a Four Seasons,-''-,Date of stay: July 2019,,1,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Mikhail H,https://www.tripadvisor.com.sg/Profile/923mikhailh,,Mikhail H wrote a review Apr 2020,1 contribution,Awesome Stay,"Stayed at the 9th floor, awesome view. Comfy bed and huge variety of tv channels. Wifi speed is overall great. Their customer service is awesome. The Manager, Shakila Fernandez and their Senior Sales Manager, Sophia Beh has made my stay great. Cheers to both of them and their team!",Date of stay: April 2020,,5,,4.5,4.5,4.5,4.5,4.5,,Orchard,,
Quincy Hotel by Far East Hospitality,Mikhail H,https://www.tripadvisor.com.sg/Profile/923mikhailh,,Mikhail H wrote a review Apr 2020,1 helpful vote,Awesome Stay,"Stayed at the 9th floor, awesome view. Comfy bed and huge variety of tv channels. Wifi speed is overall great. Their customer service is awesome. The Manager, Shakila Fernandez and their Senior Sales Manager, Sophia Beh has made my stay great. Cheers to both of them and their team!",Date of stay: April 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Petermikeman,https://www.tripadvisor.com.sg/Profile/petermikeman,"Nottingham, United Kingdom",Petermikeman wrote a review Feb 2020,61 contributions,Perfect Stay with amazing benefits.,"This is the perfect hotel in Singapore. The hotel staff are warm and welcoming and our room was spotlessly clean with amazing views and the free mini bar was an excellent touch!
We made use of the complimentary cocktails each of the three nights we stayed here and even ate at the hotel before we explored after a long flight. It can be a little busy but the staff are more than happy to take your order for drinks - and they don’t scrimp on measures either! You’re less than a 10 minute walk to the MRT at Orchard Road which means you’re only a stones throw away to get anywhere around the city. A nice touch was the complimentary piece of laundry each which was returned on the same day if we dropped it off at reception before 10:30am.
If we’re ever find ourselves in Singapore again, this hotel would be at the top of our list.",Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Petermikeman,https://www.tripadvisor.com.sg/Profile/petermikeman,"Nottingham, United Kingdom",Petermikeman wrote a review Feb 2020,17 helpful votes,Perfect Stay with amazing benefits.,-''-,Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Judith V,https://www.tripadvisor.com.sg/Profile/jvarlow27,"Brighton and Hove, United Kingdom",Judith V wrote a review Apr 2020,37 contributions,Excellent,"An excellent hotel, the staff in receception were all extremely helpful and the restaurant and room care staff all made us feel so welcome.Our room and en suite bathroom was a good size and well equipped.
We enjoyed the rooftop infinity pool!",Date of stay: January 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Judith V,https://www.tripadvisor.com.sg/Profile/jvarlow27,"Brighton and Hove, United Kingdom",Judith V wrote a review Apr 2020,4 helpful votes,Excellent,"An excellent hotel, the staff in receception were all extremely helpful and the restaurant and room care staff all made us feel so welcome.Our room and en suite bathroom was a good size and well equipped.
We enjoyed the rooftop infinity pool!",Date of stay: January 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Trish A,https://www.tripadvisor.com.sg/Profile/94trisha,"Brisbane, Australia",Trish A wrote a review Apr 2020,39 contributions,Superb in every way,"I was a guest at the hotel for 3 nights, last month. From the check in experience, to the check out, every aspect of this hotel, is outstanding. The staff are very welcoming, efficient and professional. The location is so very convenient to Orchard Road and the train. The rooms are well appointed and the facilities are spot on. The breakfast choices cater to every taste and culture. Plus, there are extra food and beverage items provided during the day, into the evening. I don't know how they do it, for the competitive price. I go to Singapore every year and the Quincy will be where I stay, in future.",Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Trish A,https://www.tripadvisor.com.sg/Profile/94trisha,"Brisbane, Australia",Trish A wrote a review Apr 2020,16 helpful votes,Superb in every way,-''-,Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,TheBowtieClub,https://www.tripadvisor.com.sg/Profile/TheBowtieClub,"Salzburg, Austria",TheBowtieClub wrote a review Mar 2020,74 contributions,Great experience,"The way this hotel gets so many small details right just makes it a cut above the others. Two different types of pillows, ample toiletries, cups, and mirrors everywhere. Dinner and drinks available at no extra cost, late checkout, rain shower, bathtub, many power sockets and all the device ports you could need (HDMI, VGA, LAN). 24h gym. Stylish deco and tasty buffets. Would definitely stay again during the next global plague.",Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,TheBowtieClub,https://www.tripadvisor.com.sg/Profile/TheBowtieClub,"Salzburg, Austria",TheBowtieClub wrote a review Mar 2020,54 helpful votes,Great experience,"The way this hotel gets so many small details right just makes it a cut above the others. Two different types of pillows, ample toiletries, cups, and mirrors everywhere. Dinner and drinks available at no extra cost, late checkout, rain shower, bathtub, many power sockets and all the device ports you could need (HDMI, VGA, LAN). 24h gym. Stylish deco and tasty buffets. Would definitely stay again during the next global plague.",Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,EmjayBristol,https://www.tripadvisor.com.sg/Profile/EmjayBristol,Bristol,EmjayBristol wrote a review Mar 2020,84 contributions,Boutique hotel,"We were looking for a boutique hotel in Singapore. Our travel company, Trailfinders, recommended The Quincy - couldn't have been better. Good location, friendly staff, food & drink included, served in a small intimate setting. Loved the laundry service, 2 items free per room, great after a long flight.",Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,EmjayBristol,https://www.tripadvisor.com.sg/Profile/EmjayBristol,Bristol,EmjayBristol wrote a review Mar 2020,33 helpful votes,Boutique hotel,"We were looking for a boutique hotel in Singapore. Our travel company, Trailfinders, recommended The Quincy - couldn't have been better. Good location, friendly staff, food & drink included, served in a small intimate setting. Loved the laundry service, 2 items free per room, great after a long flight.",Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,George H,https://www.tripadvisor.com.sg/Profile/georgehO8364FZ,,George H wrote a review Mar 2020,14 contributions,Hotel Quincy,"This hotel is a little gem a 5 min wal& from two metro stations including Orchard road. Rooms a modern would reccommend a corner room fir a little extra space. Breakfast and refreshments included in price. Cocktails excellent when Singapore is expensive , Kumar and his team are excellent and help in making your holiday soecial",Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,George H,https://www.tripadvisor.com.sg/Profile/georgehO8364FZ,,George H wrote a review Mar 2020,19 helpful votes,Hotel Quincy,"This hotel is a little gem a 5 min wal& from two metro stations including Orchard road. Rooms a modern would reccommend a corner room fir a little extra space. Breakfast and refreshments included in price. Cocktails excellent when Singapore is expensive , Kumar and his team are excellent and help in making your holiday soecial",Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,jamesstuartclarke,https://www.tripadvisor.com.sg/Profile/jamesstuartclarke,"Folkestone, United Kingdom",jamesstuartclarke wrote a review Mar 2020,11 contributions,Brilliant value,"This hotel has top quality, super modern rooms with great beds and pillows.
Fabulous staff.
Best of all, a free breakfast and evening buffet with drinks.
The pool has a great view.
Way better value than neighbouring 5 star brad hotels, which we also tried.",Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,jamesstuartclarke,https://www.tripadvisor.com.sg/Profile/jamesstuartclarke,"Folkestone, United Kingdom",jamesstuartclarke wrote a review Mar 2020,23 helpful votes,Brilliant value,"This hotel has top quality, super modern rooms with great beds and pillows.
Fabulous staff.
Best of all, a free breakfast and evening buffet with drinks.
The pool has a great view.
Way better value than neighbouring 5 star brad hotels, which we also tried.",Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,P. S,https://www.tripadvisor.com.sg/Profile/PKPL,,P. S wrote a review Mar 2020,2 contributions,Brilliant Hotel,"My husband and I were lucky enough to stay at this fantastic hotel for 6 nights. A warm welcome and an early check in on arrival was followed by complimentary sandwiches and coffee for lunch. The rooms are very clean and modern with a great power shower. In the evening what we thought were canapés and a light meal turned out to be a 3 course feast with home made soup, a choice of mains which were top quality and cakes, cheese and crackers. A good selection of drinks were offered the friendly staff always there to top up your glass. There is also a comfortable hotel car you can hire to take you to any of the Singapore attractions, the driver informative. The reception staff always helpful. All in all a perfect hotel which we wouldn't hesitate to return to. Ten out of ten!!!",Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,#NAME?,https://www.tripadvisor.com.sg/Profile/--x3RAIN,,--x3RAIN wrote a review Mar 2020,20 contributions,Unforgettable Staycation,"Stayed there 1 night for a short staycation. Most relaxing stay I ever had. Pool was indoor, perfect for a dip even with this humid weather.
Quincy provides food throughout the day. Sandwiches, cake and local delights such as kueh are provided in the afternoon. Cocktails & canapes are provided for all guests unlike other hotels where it is only provided for Club-paying guest. Food provided are delicious. Breakfast selection is decent, and tastes amazing.
What truly is unforgettable are the staff, from the Lounge area to Reception to Concierge. We are always greeted with warm smiles, which made us feel very welcoming. Kudos to Quincy!",Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,#NAME?,https://www.tripadvisor.com.sg/Profile/--x3RAIN,,--x3RAIN wrote a review Mar 2020,7 helpful votes,Unforgettable Staycation,-''-,Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,exurbia,https://www.tripadvisor.com.sg/Profile/exurbia,east valley,exurbia wrote a review Mar 2020,32 contributions,Quincy was very understanding about our need to cancel,We were so looking forward to our 3 day stay at the Quincy before getting on a long cruise. Now with coved virus concerns the cruise has been cancelled. I explained the situation in an email. The hotel is processing a full refund. It’s most appreciated and speaks well of the management’s approach to customer service looking forward to experiencing the Quincy in the future!,Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,exurbia,https://www.tripadvisor.com.sg/Profile/exurbia,east valley,exurbia wrote a review Mar 2020,17 helpful votes,Quincy was very understanding about our need to cancel,We were so looking forward to our 3 day stay at the Quincy before getting on a long cruise. Now with coved virus concerns the cruise has been cancelled. I explained the situation in an email. The hotel is processing a full refund. It’s most appreciated and speaks well of the management’s approach to customer service looking forward to experiencing the Quincy in the future!,Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Stepmark,https://www.tripadvisor.com.sg/Profile/Getaway294386,"Romsey, United Kingdom",Stepmark wrote a review Mar 2020,1 contribution,Excelent Hotel close to Orchard Shopping Centre,"Really enjoyed our stay at the Quincy. Friendly helpful staff, great free cocktails, very acceptable meals at breakfast, lunch and dinner. Good WiFi,, nice room and bed. Pity about the weather. Thank You",Date of stay: January 2020,,4,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Peter S,https://www.tripadvisor.com.sg/Profile/jgkbt,"Shanghai, China",Peter S wrote a review Mar 2020,505 contributions,Good 3 star hotel,"Hotel is having a good location next to Orchard Road. Clean and good standard. Bed comfort is medium good. Pillows are very basic level.
Food is reasonable not good not bad.
I would try next time another hotel as the bed comfort wasn’t good for me.",Date of stay: March 2020,,3,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Peter S,https://www.tripadvisor.com.sg/Profile/jgkbt,"Shanghai, China",Peter S wrote a review Mar 2020,48 helpful votes,Good 3 star hotel,"Hotel is having a good location next to Orchard Road. Clean and good standard. Bed comfort is medium good. Pillows are very basic level.
Food is reasonable not good not bad.
I would try next time another hotel as the bed comfort wasn’t good for me.",Date of stay: March 2020,,3,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,jimdeppen,https://www.tripadvisor.com.sg/Profile/jimdeppen,"Abu Dhabi, United Arab Emirates",jimdeppen wrote a review Mar 2020,11 contributions,COVID-19 Customer Service,"My family and I have not stayed at the Quincy Hotel as we were forced to cancel our travel plans for two nights later this month due to COVID-19 travel restrictions from my company. Although I have not stayed, the Quincy will be number one on my list when we are able to return to Singapore due to their customer service. We purchased non-refundable rooms through Agoda. We asked the hotel to consider refunding our reservations due to the unusual circumstances caused by COVID-19. At first, our request was denied by the hotel. However, I just received a notice from Agoda that the Quincy decided to allow the cancellation and Agoda has credited my account with Agoda cash that I can use within the next 12 months. While it is not a refund that is credited back to my credit card, I do appreciate that businesses like Quincy and Agoda are trying to work with customers during this uncertain COVID-19 time, despite the fact that I did buy a non-refundable reservation.",Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,jimdeppen,https://www.tripadvisor.com.sg/Profile/jimdeppen,"Abu Dhabi, United Arab Emirates",jimdeppen wrote a review Mar 2020,4 helpful votes,COVID-19 Customer Service,-''-,Date of stay: March 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,126Martin,https://www.tripadvisor.com.sg/Profile/126Martin,"Wallingford, United Kingdom",126Martin wrote a review Mar 2020,102 contributions,As good as we remembered,"It was a pleasure to return to this lovely hotel – the staff, facilities and food are all excellent. It is tucked away up a side-street off Orchard Road and therefore quiet. It is within easy walking distance to the metro and bus services. Take the time to stroll around Emerald Hill Road (just a short walk away – off Cairn Hill Road) to see some lovely old houses.",Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,126Martin,https://www.tripadvisor.com.sg/Profile/126Martin,"Wallingford, United Kingdom",126Martin wrote a review Mar 2020,98 helpful votes,As good as we remembered,"It was a pleasure to return to this lovely hotel – the staff, facilities and food are all excellent. It is tucked away up a side-street off Orchard Road and therefore quiet. It is within easy walking distance to the metro and bus services. Take the time to stroll around Emerald Hill Road (just a short walk away – off Cairn Hill Road) to see some lovely old houses.",Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,SueMc,https://www.tripadvisor.com.sg/Profile/asmcintyre,"Perth, Australia",SueMc wrote a review Mar 2020,18 contributions,Will gladly stay here again,"Our room was on the top 14th floor, very quiet, bed comfortable and you can have a choice of pillows if you wish. Room is cleverly designed so every need is catered for. Its just a short walk to Orchard Rd shops and MTR or Scotts Road buses. Complimentary breakfast to suit all tastes is provided for and if you are around in afternoon then help yourself cake, biscuits and coffee or tea is provided. The big winner is complimentary dinner from 6pm is available including drinks. WOW. This saved us a great amount of money most nights and freed up the evening to walk around and see the night sights",Date of stay: March 2020,,4,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,SueMc,https://www.tripadvisor.com.sg/Profile/asmcintyre,"Perth, Australia",SueMc wrote a review Mar 2020,3 helpful votes,Will gladly stay here again,-''-,Date of stay: March 2020,,4,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Rachael P,https://www.tripadvisor.com.sg/Profile/rachaelp2013,"Queenstown, New Zealand",Rachael P wrote a review Mar 2020,10 contributions,Great hotel will stay again!,"We stayed here for 3 nights, first time in SIngapore from New Zealand. Great location easy walk to Orchard Rd for shopping and not far to botanical Gardens which is a must visit.
The staff were very friendly and helpful couldn't fault any of them. The staff that ran the restaurant are loads of fun. We loved William who drove the Mini if you needed a lift anywhere he was born and bred Singapore and was very knowledgeable and helpful.
For the price of our room we not only got breaky but free drinks and nibbles from 6 - 8:30pm. You could even pop in for a free coffee and cake in the afternoon as well.
Our room was very spacious huge king bed and a large bathroom. Great views of the city.
The pool was great with lovely views and plenty of loungers and chairs to relax in.
We had a late flight so the staff let us store our bags while we continued shopping and then we returned to have a swim and shower before heading to the airport.
We would definitely stay here again.",Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Rachael P,https://www.tripadvisor.com.sg/Profile/rachaelp2013,"Queenstown, New Zealand",Rachael P wrote a review Mar 2020,3 helpful votes,Great hotel will stay again!,-''-,Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,HermesEssex,https://www.tripadvisor.com.sg/Profile/HermesEssex,Essex,HermesEssex wrote a review Mar 2020,7 contributions,Still every bit as good as we remembered it,"We previously stayed at the Quincy hotel in 2009 and wrote a sparkling review. We'd only had three days there before as a stopover and loved the hotel and Singapore so much we thought we'd go for a week this time as an anniversary treat! We were delighted to find that the format at the Quincy was unchanged. As before, our stay included breakfast and evening meal, with afternoon tea and snacks also available. Of course there is fabulous food to be had all over Singapore, but the Quincy offers a varied selection of mainly (but not all) Asian themed dishes which are delicious and plentiful. Drinks are generously supplied, and the Singapore Slings are potent and authentic! The Dining Room staff are pleasant and very helpful (our thanks to Kumar and the rest of the team). In fact all the hotel staff are excellent, nothing is too much trouble. Also included in the price is the facility to have two clothing items laundered per day, which is a big plus with the high temperatures and humidity. There is pool on the 12th floor where towels and refrigerated soft drinks are provided. There is also a gym, sauna and steam room.
As for Singapore itself, while modern buildings now outnumber traditional ones, the temples and other places of worship are magnificent. The number of jaw-dropping attractions that have been added since we were last there is staggering, with the gardens at Marina Bay and the the nightly light show featuring giant metallic trees a must-see. In the centre of town the vast Botanic Gardens are in my top three favourite places on Earth! Singapore is spotlessly clean and almost crime-free. You don't see graffiti, cigarette butts or chewing gum. Travelling around is easy, and their subway rail system (the MRT) is the best I've seen.
I thoroughly recommend the Quincy Hotel and Singapore.",Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,HermesEssex,https://www.tripadvisor.com.sg/Profile/HermesEssex,Essex,HermesEssex wrote a review Mar 2020,7 helpful votes,Still every bit as good as we remembered it,-''-,Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,laney365,https://www.tripadvisor.com.sg/Profile/laney365,"Southampton, England",laney365 wrote a review Mar 2020,195 contributions,What a gem!,"This hotel has everything. It is in a good, quiet position five minutes walk from Orchard Road and the MTR. The staff are excellent but not stuffy, they really seem to want you to have a good time by giving advice and always being friendly.
The Club aspect is excellent with wonderful food and drink available and very generous with Singapore Slings in the evening, thank you Mr Arsenal!
Our room was on the 6th floor and was very quiet with a huge window and a great blackout blind. Great complimentary snacks and soft drinks in the room, yummy coconut juice and soy milk replenished daily and comfortable bed with lovely toiletries.
Pool was quirky with glass sides on the 12th floor and the sauna, steam room and gym were all clean and welcoming.
The general manager spoke to everyone and she and her team made our stay a great memory.",Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,laney365,https://www.tripadvisor.com.sg/Profile/laney365,"Southampton, England",laney365 wrote a review Mar 2020,93 helpful votes,What a gem!,-''-,Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Drew9999,https://www.tripadvisor.com.sg/Profile/Drew9999,"Perth, Australia",Drew9999 wrote a review Mar 2020,336 contributions,All round excellence,I must say this hotel actually surprised me. Staff are very helpful and create a friendly environment. The rooms are clean and present very well. Its very hard to beat this hotel in terms of value for your money.,Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Drew9999,https://www.tripadvisor.com.sg/Profile/Drew9999,"Perth, Australia",Drew9999 wrote a review Mar 2020,67 helpful votes,All round excellence,I must say this hotel actually surprised me. Staff are very helpful and create a friendly environment. The rooms are clean and present very well. Its very hard to beat this hotel in terms of value for your money.,Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Daydream63525298994,https://www.tripadvisor.com.sg/Profile/Daydream63525298994,United Kingdom,Daydream63525298994 wrote a review Mar 2020,1 contribution,Top 5 Hotel in All my Travel,"We were very pleased with our stay. Staff was very friendly and helpful, the level of service and amenities on offer was exceptional. We will definitely stay again on our next trip to Singapore. Can not say enough about how many nice positive surprises we had while staying there.",Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Daydream63525298994,https://www.tripadvisor.com.sg/Profile/Daydream63525298994,United Kingdom,Daydream63525298994 wrote a review Mar 2020,1 helpful vote,Top 5 Hotel in All my Travel,"We were very pleased with our stay. Staff was very friendly and helpful, the level of service and amenities on offer was exceptional. We will definitely stay again on our next trip to Singapore. Can not say enough about how many nice positive surprises we had while staying there.",Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Zairen R. X,https://www.tripadvisor.com.sg/Profile/zairenrx,,Zairen R. X wrote a review Mar 2020,11 contributions,Excellent,"Very helpful and friendly staff, room was clean.
Room are big if compare to other hotel in Singapore.
Breakfast was not a wide variation of all kinds of food but quality of food was good.
Employees are super friendly and helpful.",Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Zairen R. X,https://www.tripadvisor.com.sg/Profile/zairenrx,,Zairen R. X wrote a review Mar 2020,4 helpful votes,Excellent,"Very helpful and friendly staff, room was clean.
Room are big if compare to other hotel in Singapore.
Breakfast was not a wide variation of all kinds of food but quality of food was good.
Employees are super friendly and helpful.",Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,xxEliciaxx,https://www.tripadvisor.com.sg/Profile/xxEliciaxx,"Singapore, Singapore",xxEliciaxx wrote a review Mar 2020,13 contributions,Birthday staycation,"Was here for a birthday staycation but we felt quite disappointed with the birthday decoration package which additional amount has been topped up for the decor. The design was simple with printed photos on the bed and balloons on the floor. Nevertheless, it was an effort but considering the amount paid, it might not be worth the top up. There was a slice of cake provided during the evening cocktail and polaroid photo for us to keep.
Our initial room assigned was not cold and not sure if it was due to the very warm weather outside or air con wasn't working well. The technician came to fix it and we left it on for another 2h+ but it was still warm despite it being at 16 degrees. Hotel staff managed to get us a new room and extended our check out time which we were grateful for as we intended to spend most of our time in the hotel instead of going out. The staff's customer service is commendable despite us calling the front desk couple times due to the room temperature.
Pros: Clean hotel, complimentary mini bar, light refreshments provided in the afternoon, evening cocktail, in room bath-tub for some bubble bath and comfortable bed
Cons: TV not in high definition and has limited channels, hotel tucked at the corner of orchard road",Date of stay: March 2020,,4,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,xxEliciaxx,https://www.tripadvisor.com.sg/Profile/xxEliciaxx,"Singapore, Singapore",xxEliciaxx wrote a review Mar 2020,6 helpful votes,Birthday staycation,-''-,Date of stay: March 2020,,4,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,BickerdykeSolihull,https://www.tripadvisor.com.sg/Profile/BickerdykeSolihull,Solihull,BickerdykeSolihull wrote a review Feb 2020,60 contributions,Fabulous boutique hotel where service is outstandingly good,"We stayed two nights as a stopover in Singapore. The hotel was selected for us by our travel consultant, New Zealand In Depth. We received a warm welcome on arrival, our room was beautifully prepared, and throughout our stay, we enjoyed complimentary breakfast, afternoon cakes and a light evening meal with included cocktails. All the staff go the extra mile.",Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,BickerdykeSolihull,https://www.tripadvisor.com.sg/Profile/BickerdykeSolihull,Solihull,BickerdykeSolihull wrote a review Feb 2020,31 helpful votes,Fabulous boutique hotel where service is outstandingly good,"We stayed two nights as a stopover in Singapore. The hotel was selected for us by our travel consultant, New Zealand In Depth. We received a warm welcome on arrival, our room was beautifully prepared, and throughout our stay, we enjoyed complimentary breakfast, afternoon cakes and a light evening meal with included cocktails. All the staff go the extra mile.",Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,pahinder,https://www.tripadvisor.com.sg/Profile/pahinder,"Clevedon, United Kingdom",pahinder wrote a review Feb 2020,1 contribution,Paul UK,My wife and I were delighted with the service we received at the Quincy Hotel. We would certainly recommend this hotel if staying in Singapore. The hotel is very conveniently situated to explore the numerous tourist spots.,Date of stay: February 2020,,5,,,,,,,,Orchard,,
Quincy Hotel by Far East Hospitality,Jo!,https://www.tripadvisor.com.sg/Profile/Acingthislife,,Jo! wrote a review Feb 2020,3 contributions,Quincy in Singapore,"Quincy is starting to feel a little dated but the staff were fabulous- helpful, professional and very friendly. They made it a 4 to 5 star rating. It was handy having the breakfast included (great range and variety) and being able to have refreshments was good.",Date of stay: February 2020,Trip type: Travelled as a couple,4,,,,,,,,Orchard,,
